id,v0,v1,v2,v3,v4
0,0,0,0,0,0
89,29.30616900927176,0,0,0,0
98,16.14194645674552,27.09696089209195,0,0,0
27,13.96431116160309,14.97037112536321,25.5718628017362,0,0
39,15.37225117542563,11.79894693282532,8.667968406436454,23.9668389609689,0
21,13.03490954000656,11.78406757157338,8.453764865831822,5.466828396233208,23.94342435057703
80,13.21436793316382,12.28421580887613,7.082773716514857,5.535644979214204,-24.77316266108702
78,11.78330241290658,10.61154424336712,6.733290468256275,5.224981207731092,-25.10913431136165
67,15.87569910119623,12.97044205601886,9.168018318492409,4.368077423678958,-24.67382697621649
60,17.2743666645694,10.76362192010435,7.140340279272728,2.821744288169472,-25.06691439661934
26,15.45082531451805,10.96338641973759,4.842566342169284,5.285546248855231,-25.2643492570987
81,16.87547307338379,12.17457524225401,5.657389821596842,3.377223583555956,-24.0501204465458
41,14.41617865052021,9.471237609798667,8.378922067153633,3.484095638398885,-25.69114609802522
44,15.36995821110205,10.08930313634402,6.891517759903254,3.760145109655796,-23.78471913921216
43,15.1005028961647,10.28928022188446,5.765582252255309,4.593591739902099,-25.19789586489397
72,14.83428573903536,10.29994581266417,7.739616985581054,6.187383963712455,-25.6000089349776
73,17.85876805782489,11.20610608091375,7.940767575304692,6.254692683405897,-24.85860896573378
63,16.63779297955112,10.88547766446207,7.324153415395613,3.434999156029399,-24.29521325965102
52,16.97771652932823,12.37966021952223,6.063728711554729,5.180141421848255,-24.98157003195101
55,13.2250379050698,12.44885847498785,8.790689472049575,4.343740472121901,-25.05584293924348
92,14.5750326787805,10.57070278229625,7.932378229493703,1.460657610151363,-24.13190361473782
70,16.71337348273117,12.71846671302323,8.681280241830818,3.04612420003219,-24.94993086197306
10,15.1566326140913,11.94929579624079,8.253916967047452,5.256752932813647,-25.47984562511805
93,15.07779515160109,10.92633584098664,7.183754101782982,1.891113570708785,-26.0618439087514
85,14.07403341833964,10.89113861535824,8.79818860840059,4.12429269253166,-24.20140528973167
13,16.28153549681101,11.44909279724486,6.546891605370288,4.709654955575819,-24.37158418103164
94,14.79832368614247,12.12852015831091,5.996549355599202,3.493572989501978,-24.56655094722265
42,15.60977205363383,9.052323737892902,7.035393055759498,3.211703854205302,-26.57170006382404
49,14.75354325102026,10.18120393255117,5.855063438050375,2.325769188729606,-24.73856838705994
25,14.64828165920239,10.75282198376947,6.556400896015995,3.875466447887125,-25.3638570394974
22,12.35892306105965,11.63117937618302,7.144176874494921,3.309044797810648,-24.20944143101772
45,14.81372634760453,9.940187519357378,8.608438317750686,4.011440327484278,-24.07964310380895
28,14.19264022084938,10.76845494360785,9.126975950417203,2.15010156966902,-25.28680025091409
34,16.03433651977281,11.20666869755902,7.466883682545924,6.468100433607959,-25.26507266813062
90,14.00371668743742,12.38804338142277,6.681652922410141,6.343555570496322,-24.78007863317725
1,13.8479293513801,8.819160341445139,4.74066919597592,3.439606166187076,-24.51746768218365
96,13.72549963363485,13.44700312602679,3.490432732215882,5.076717475530986,-24.85638776554691
91,13.81704319223342,11.96214043675375,5.36259070376033,3.867836291850722,-24.94749031383163
56,16.51998890905293,9.670540715158664,8.620903753007962,1.827031594371604,-24.36305238995655
16,13.39898131604195,10.67477257591397,8.730565788067851,3.081627338122138,-24.46744758069445
61,12.98090087720591,12.14944802816982,6.24801119423762,3.200512807508732,-25.75358623401038
38,15.4159366192513,10.84321790482458,6.721494492029989,5.722223688602938,-25.30298771826995
77,12.73855395025845,11.9600396328263,7.205055820170887,3.861420651157837,-24.80161471397805
14,15.81013683001052,12.17947419012832,6.07942433703556,3.543556284070463,-24.33028056682101
12,15.28516971489109,12.64359472799572,7.525393554571334,2.904392072073045,-24.10354278278757
7,13.79295041505136,9.955501910120985,7.623626121623444,3.669283580574842,-25.4225702148413
57,14.87707707077181,8.128981193422646,7.448396964613179,2.143261917376364,-25.5918680755892
6,13.33425463684348,11.67042174474084,8.982342084957354,7.376797228669989,-26.06672961642081
18,14.23296330093624,11.55455904159486,6.557574587803112,2.557761036126725,-25.32824346526959
86,15.03552473407886,12.05950675039699,8.363053921850303,5.333885168657288,-25.10338375629538
65,14.88414312570155,12.5990140359254,9.493676427472517,4.603185683782969,-25.93425609473412
75,14.64227729200089,11.40644577000897,8.467613918488562,3.349613253630319,-25.15547781654172
31,14.85563407698436,12.60450061202217,7.627797737949433,5.408889765156418,-24.93101842423597
99,15.87877565480414,11.79925973450352,6.055286189414501,7.831294804708123,-25.83909871238084
29,14.67004717893979,10.55520754001213,5.094338776517647,8.024208203972453,-26.73238939347399
83,15.33893078477032,10.15469357114567,5.670280547607962,3.977983252691776,-24.95553669246327
84,16.36326811765413,10.76952641846347,6.298682865004293,4.333345746370278,-26.61006103037529
71,15.45819877912652,11.25390980944313,9.747958712445101,4.440012804599084,-25.83016604169227
95,13.19168475680633,13.5618068551966,8.645959829816592,5.938840106418669,-25.0523454772398
11,13.58534467176655,11.90068952736402,6.930907117233136,5.4978715173053,-26.44838135376309
47,17.12669062412099,12.89225077141937,8.839975289227588,5.734369473115161,-24.56112049447526
48,14.70285815466632,10.06494510555411,7.586593228695166,1.867809055740309,-25.03842895669687
76,13.87811094897205,9.547679098449093,6.294819823322308,2.322795441469102,-25.1512379625747
88,15.35861715182214,10.8249914613575,5.631422731739137,5.114556179551632,-25.81909684996656
30,14.13016678737466,10.28912192048374,6.573927242429352,6.134846571319744,-25.08356764545281
58,13.9559964617212,10.06941329881745,3.730255417053627,2.694634066338641,-24.44509421847446
15,13.68676604823717,8.047434402394273,7.737312061679802,6.513110294636741,-25.4297787648667
69,12.07172308629195,10.01421633152998,6.206742926168788,5.646873880918562,-26.36242893996411
19,14.69202357577952,10.78742602399488,5.896132022003703,6.529082883515785,-25.94935266832027
62,15.6472779794221,12.34071470206633,7.279648763345175,3.237583164034929,-25.48343616185191
23,15.72422925201207,9.897604030520656,3.678142655815897,4.455513992428867,-24.62790187068172
53,15.64574185233615,7.854108901402211,6.053855188693617,5.724359603635419,-25.21995078777049
50,13.74949386501243,11.89187032844187,7.895464821171963,5.940012675118544,-26.08944198760441
33,14.1699022778658,12.36316808617244,8.440022715610402,4.202961800619248,-25.94707973879329
68,15.75718756873011,11.27348990070005,8.060214958333081,2.146355982319636,-25.53599630336157
54,16.86901122571136,11.02165191903447,3.987730632050385,7.198019747263495,-25.52837845157187
51,13.78984171804045,10.48531805732185,6.176697760310358,5.438988065075916,-25.00675801126429
79,14.67720526227488,8.210108558211818,10.08930255254642,4.910752118257074,-25.85472921512894
97,13.46758287905636,13.93276160259989,7.554615109108591,-0.4552725799930787,-25.04818404499617
40,13.56938352720849,8.843070726897899,7.908250214438906,2.33946691829239,-24.77112209599409
46,16.17102344049358,10.15676007242183,6.813699905667988,6.384890245269014,-26.93066361732724
20,14.26996370176166,8.725339492055776,7.510825851917065,6.452936832256603,-26.3136832647932
24,12.931236180345,12.36977575795819,3.828229339345627,4.272401040813205,-24.98684642002264
5,14.68493404456396,13.70485045945458,6.965073385516455,4.4687238145691,-25.53791121439393
9,17.82968878786879,12.72405070143525,7.995822018071704,5.372328413853467,-24.85951073822801
66,14.17654920602412,9.313890062431136,7.114462338720347,4.697055069379131,-26.42376831226525
37,11.70290364091921,9.424055821490859,8.198279121685839,4.648360719898964,-25.10641623779496
87,16.90204665929854,8.446421970627076,7.18661143401081,3.151521276313781,-26.81248362913235
4,14.09351098976221,10.64941003402044,6.584963598842801,4.573009857938923,-25.45574067179867
35,14.24422731159202,10.20338766105901,7.875481544060432,4.562167517675032,-25.66596301570777
8,15.36603071037808,10.78982097603777,6.883162123099887,5.757150229327555,-24.90567609877012
64,16.07575401107358,9.710845122053213,4.863224059120041,4.707040462251872,-25.06018381473821
82,18.00998471799625,12.69020158255656,7.057233391045238,2.358631450379168,-26.23673695026152
17,16.30587859671511,8.744622236613415,6.559113490455289,6.335275527810199,-26.36935788626964
74,14.90745323490702,11.04618980215772,5.464961533100338,3.999243431572819,-25.55103384054199
3,14.03863285132349,9.817756251243162,4.471377105675217,5.389589898240123,-25.37195633695889
2,13.85965626798564,11.85731071070211,7.665567421225254,4.421503092245649,-25.82676023737912
32,12.95846836479557,9.604188031654495,4.036651032616913,3.897397903110027,-26.3268064891457
36,16.03013754037154,9.858189860952836,5.235051377293944,1.961333843891031,-25.85908230645625
59,16.71957306480353,12.75832825625806,6.317951318257717,4.606715763165431,-26.66663097681804
