id,v0,v1
0,31.94944561911595,-42.01914485233127
89,15.52176589522133,2.684050960572169
98,41.66467023605674,-20.85967557218484
27,-7.722029212860103,-30.72962849210952
39,18.23290202170126,-5.48306113004846
21,20.42566514357799,-39.27508991602624
80,2.910122549981484,-31.65365601714598
78,-7.092571196125773,-26.57464628061737
67,25.92344144920631,-42.60996725499587
60,16.99654293869876,-45.35847893039856
26,-6.229137925524135,-32.49814337740768
81,5.280066758903176,-18.18611806540286
41,-2.525965127041346,-17.97018690814545
44,30.96895706399066,-8.708849136413413
43,17.18721949168469,-22.66790455359643
72,11.63275739816739,-44.2784265397207
73,31.18982009185973,-37.02538008765713
63,-2.062437627392258,-39.73368638379515
52,17.98576346447039,-19.56694455646989
55,24.55382045362054,-47.07198911668317
92,27.26713592127214,-41.32270775161635
70,21.24634476948291,-45.6293293836471
10,17.28861675243857,-48.30559888665548
93,7.928184847259566,-46.5829251038874
85,37.53645488295792,-30.47745740635805
13,11.76106406652721,-1.171146537969046
94,34.09098358028253,-19.02730906097796
42,0.9750852533728185,-8.821808013103663
49,32.15883722408122,-12.44349286881942
25,-3.36636095192659,-11.11528627650772
22,-10.00333493859527,-15.86084338275744
45,2.32550112412969,-13.20626803037984
28,39.89485582240953,-19.11631763697674
34,38.30272966448369,-38.07207764249277
90,15.29447096461792,-7.134942545229912
1,40.55210474228713,-23.8796954732113
96,7.117408811120451,-42.35956638803829
91,5.515403170372871,-10.82392216477419
56,-6.802494598592748,-13.67962495533436
16,33.75732329805646,-15.67146684156472
61,11.06116367036388,-5.541483162498169
38,33.21467383236045,-9.302224974996991
77,2.534885713536599,-44.81191059750071
14,8.559811323264087,-37.11642887868756
12,24.60728237191123,-6.167125345158647
7,16.96180576720126,-12.99631072605885
57,25.58551377055004,-45.74376769808055
6,2.776849652002972,-46.57272991374195
18,-1.385777948520018,-5.713503129363268
86,23.37379379492236,-32.1823035275638
65,-6.199736622590775,-9.486442291193818
75,-4.136389829686794,-39.09091915563514
31,4.063045220723025,-37.93341545709885
99,-10.08384258389965,-29.61768736076872
29,39.78609160649041,-25.69387903466955
83,-0.4872559205798466,-35.76518180212219
84,6.38443289795981,-25.98628382032949
71,22.0367076769019,-1.129186893089411
95,32.52975264077422,-27.78440373697497
11,14.77210332182679,-52.25675035704297
47,27.96133924143626,-27.50464584199297
48,38.97444921376276,-12.73194477946927
76,-2.488633233519766,-41.96846628813658
88,-1.728011100865761,-43.5881650120655
30,27.60259729756652,-1.988809093309
58,33.71469018692039,-5.013410177335955
15,-5.943491116633413,-24.683742850843
69,35.52739936510534,-32.94922630831511
19,26.96268547057571,-0.3970230169097947
62,7.737785877776564,-2.27765208185203
23,27.62173138894205,-12.66249624035556
53,15.1339615287332,-38.35563298803233
50,10.16589044392143,-23.45410906933586
33,1.619628234040126,-27.52201539188001
68,8.389598833858921,1.980526818545936
54,2.452156917801423,-20.70503255594668
51,12.97478197359237,-32.75363661784082
79,-5.241706762840541,-35.13355942610998
97,19.09099741468451,-16.38060186799535
40,-11.47335129199335,-24.61111943213638
46,25.01069678665913,-9.47368142580172
20,30.85267809636699,-38.20060197467049
24,19.64747415631117,-28.33583082461039
5,-9.250064336150368,-22.06798085134983
9,27.62930423480617,-24.22083440858371
66,30.6500405846643,-14.43170582541669
37,-3.306123864710106,-33.63115531060403
87,4.151180914219333,-6.358425704432039
4,2.025127449926331,-2.527263325321392
35,12.85284208494657,-48.33420961065987
8,19.49779478856937,0.203097066725276
64,36.48150256709754,-37.45145956285936
82,10.31280901080294,-13.57097490550384
17,19.28164305436321,-35.05819813005679
74,28.81516181088529,-32.06552838194603
3,6.456016183422746,-43.67789109303543
2,-6.806653315598756,-18.71514179763813
32,38.51980656995676,-28.43847778307985
36,27.30431816096668,-20.2299693050933
59,8.668108631063147,-31.49688627468355
