id,v0,v1,v2,v3,v4
7,0,0,0,0,0
0,21.628,0,0,0,0
2,10.048,37.328,0,0,0
8,19.049,34.326,22.642,0,0
9,9.187,0.646,34.020,26.683,0
4,24.455,24.102,-10.530,22.531,13.650
1,24.536,10.215,10.793,32.718,-22.613
5,15.141,8.205,30.470,-1.420,-24.065
6,-13.912,19.979,-3.786,4.941,-21.502
3,-4.937,23.447,16.934,34.093,24.844
