id,v0,v1,v2,v3,v4
\string10,0,0,0,0,0
\string24,6.055105449123079,0,0,0,0
\string185,-10.00069371356197,11.71992036011858,0,0,0
\string51,-4.314729317188616,-3.639527065668398,12.48189932092309,0,0
\string26,3.196014530647464,14.26698350221613,-0.6300151605543347,13.6970903758738,0
\string56,-8.129313091835376,9.750016566302726,7.856003652701701,17.11394823555959,2.184355513889708
\string34,6.215935843933312,15.80908315288703,4.601902095270971,-5.34355514275482,0.1968069894284419
\string27,9.655165131511767,11.54547753537322,8.819135229424974,-2.698450960510263,3.401343555459851
\string170,-16.45693998845742,11.57804776342305,-0.1006291754593534,-2.926456561333768,-1.84766852218636
\string162,-17.28064455345755,-1.535725994632927,6.590467835649897,-1.102077624736057,0.8765010569228509
\string17,-2.947904565821402,-8.18209439254419,6.118915542126784,-1.803617646160293,-11.55078555757507
\string199,-6.491143767891312,-0.2372254749135076,-7.177500759347178,-1.91827124101925,12.25143024116234
\string132,-4.596269748536001,16.31218618776064,-2.635353711594083,-8.062477145438624,-7.838997083083467
\string147,-13.42769745021945,15.52029663451893,6.72016979636476,11.0537948446155,-10.56195389135406
\string115,4.242067163953346,-9.568563875446809,2.105504032505165,15.75308282232495,0.6293980458168567
\string140,-2.748366670048682,19.04437008631878,9.528619409127241,1.184990039702597,12.53672754047487
\string103,-6.708426523915079,11.00243807741074,-6.505199996907224,-12.40940848329669,6.2147966194315
\string113,-2.881593086463413,14.53009797870663,8.955107857870329,17.70628734187239,11.54055435558407
\string164,5.481348471777113,0.4016076951819992,-2.70857271841865,6.467401686645776,17.95666980380068
\string37,-11.65382925085467,-3.694216735062254,-1.134644828943364,-3.471562813929782,-16.04828879499001
\string168,1.845064151874995,23.56738492905425,1.504617384072794,0.7413511681372961,9.464412441049886
\string165,-6.36641728602476,-13.69823159179178,7.12266320810523,0.09197983323360433,8.07687400743786
\string58,-1.948119169701377,19.63945758962213,0.2919440754886162,-5.57020074793475,12.53679945482777
\string53,4.000065598115667,13.56803220455517,9.546892077831126,-9.931411410517097,-12.15620772923124
\string81,-2.341088378907243,25.20393868642129,6.387963826500394,0.6545220084140689,-10.95571344025964
\string127,6.243661537797854,19.75525784957815,10.8463914533902,-0.2037786633267388,-13.48774090032505
\string29,13.56490959408401,-2.883500813913866,15.80305006336996,6.684505685624894,-5.322316525156793
\string23,11.21754023455312,15.94850104454401,1.97120120044426,-6.074733826763526,-11.9681100964063
\string49,3.66760565717584,1.144201106107779,-7.885218741339021,15.24300356076711,-16.74572224240898
\string191,3.523426995493501,-10.94123260703421,4.452543729157796,-3.734450260655647,13.01529849203719
\string166,15.92187201528624,13.31381814695475,10.51140448170243,0.2211516408954686,7.716730761950836
\string188,-1.357718881871925,-8.434878877088265,-3.398000764339938,6.757868753172499,17.47988825728296
\string189,3.361314542085729,13.3383808427824,0.06549239562915224,3.569985180169554,20.88153817613882
\string182,2.135228875637872,4.01177350603872,8.489289182741567,25.53083518856969,7.311627228652085
\string76,12.51086387124291,7.328791239968756,-7.086145427132912,-5.715720370959237,11.89062550006143
\string177,-9.225056354400841,4.326367189475976,10.96430005228932,6.784067020497026,-23.28989622614766
\string95,-2.01680418328116,12.0005638913191,-16.75687206515818,-0.392135911834445,10.94537738934748
\string28,-3.839920245049959,-14.85706889679655,-0.4812344394819418,8.46884356938012,-13.91379004150635
\string108,-1.642187090472558,-10.67134223349928,5.425888207339734,-6.238699273342804,-16.63881239853564
\string111,-10.42016914984323,-0.5579311044928789,-1.851887688096133,-11.60066365051865,15.09561766306726
\string87,-18.58578251784173,21.83770185701166,-0.8592770600267156,-1.883079398394644,-5.774975213558237
\string65,18.276116069296,12.95426994531225,4.489420115457872,-6.386091277716161,4.153762851343394
