Head,Tail,Difference
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,-7.10543e-15
0,6,0
0,7,0
0,8,-7.10543e-15
0,9,0
1,0,0
1,1,0
1,2,35.9677
1,3,14.5127
1,4,29.4944
1,5,27.7664
1,6,0
1,7,0
1,8,38.8351
1,9,5.23416
2,0,0
2,1,35.9677
2,2,0
2,3,13.4738
2,4,13.2629
2,5,38.0151
2,6,-7.10543e-15
2,7,0
2,8,11.5154
2,9,27.9102
3,0,0
3,1,14.5127
3,2,13.4738
3,3,0
3,4,8.55116
3,5,35.8572
3,6,0
3,7,0
3,8,16.0489
3,9,24.8319
4,0,0
4,1,29.4944
4,2,13.2629
4,3,8.55116
4,4,0
4,5,51.5204
4,6,-7.10543e-15
4,7,0
4,8,33.6614
4,9,34.2743
5,0,-7.10543e-15
5,1,27.7664
5,2,38.0151
5,3,35.8572
5,4,51.5204
5,5,0
5,6,-7.10543e-15
5,7,0
5,8,32.3774
5,9,17.663
6,0,0
6,1,0
6,2,-7.10543e-15
6,3,0
6,4,-7.10543e-15
6,5,-7.10543e-15
6,6,0
6,7,0
6,8,0
6,9,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
8,0,-7.10543e-15
8,1,38.8351
8,2,11.5154
8,3,16.0489
8,4,33.6614
8,5,32.3774
8,6,0
8,7,0
8,8,0
8,9,22.5152
9,0,0
9,1,5.23416
9,2,27.9102
9,3,24.8319
9,4,34.2743
9,5,17.663
9,6,0
9,7,0
9,8,22.5152
9,9,0
