Barcelona,0,1531.230104829845,1499.749591508147,1062.910220023333,1972.240623156941,1503.440259232554,1758.398416936752,1473.064003839245,1472.476957220346,2230.42,2401.453793444229,1138.124745941852,504.64,726.6804807219456,3020.164172220693,1056.892760691642,831.5899999999999,1357.044645571638,856.6900000000001,2818.910846763858,1746.215379639346,2277.612758272479,1351.34932121036,1867.924821059315
Madrid,1531.230104829845,0,1004.060665215646,1377.077009090633,447.7534386000318,318.1750462238977,1335.90041347216,2153.941104767563,1236.122193993555,807.2891330291858,987.418843295539,1694.100678207959,2029.278221594372,886.0115832181425,1729.716595854274,773.9979283281391,1448.976475667296,740.4690602628787,726.0882349390718,1813.778632622023,331.0214632845544,1633.980428510467,490.334998322192,833.7010717447589
Paris,1499.749591508147,1004.060665215646,0,656.0077856679335,1299.867689445739,693.5622603751536,356.1517628451195,1325.832508236575,257.8321485677455,1740.97043584274,1214.962455204048,935.5677263713682,1869.406071785596,842.1519803511073,1620.579098533545,502.8937384164756,880.6088613731151,281.8238619492516,1185.292159185303,1323.243099150521,1324.283237453602,811.4114200842541,526.6108039831541,520.8996985135284
Brussels,1062.910220023333,1377.077009090633,656.0077856679335,0,1775.412339459262,1138.14436583816,768.2224641983328,781.6593179309176,491.3258308262695,2181.116107678227,1850.246301315483,321.0949119150838,1314.316352226529,698.2744868814074,2270.879544565264,605.7766351980429,261.372239975957,726.7249151819718,1172.137919181162,1911.940087243081,1700.18998620977,1282.511312429017,920.7488780850231,1168.670946405706
London,1972.240623156941,447.7534386000318,1299.867689445739,1775.412339459262,0,640.1287702126239,1584.120960867179,2545.366014447486,1552.741390617737,447.1892340625131,758.5414007585734,2095.051191589848,2472.756207823666,1332.54505034007,1523.019278972416,1187.425772943333,1873.971392986157,1079.581980623716,1142.685563008606,1765.537905594346,304.6971853006861,1762.806149736761,856.0637494240491,954.3781564640357
Dublin,1503.440259232554,318.1750462238977,693.5622603751536,1138.14436583816,640.1287702126239,0,1019.496054790926,1905.339522651719,934.773996119177,1064.731844730135,900.5514166960321,1457.192669979232,1978.910632995146,791.3508483454121,1577.003271686875,565.8148802376618,1253.192667183003,445.3824068463386,817.5860426127584,1566.225166873978,633.0973434357614,1326.743197914898,217.6555113578597,549.1195402437604
Hamburg,1758.398416936752,1335.90041347216,356.1517628451195,768.2224641983328,1584.120960867179,1019.496054790926,0,1249.447433240616,288.0869862398367,2030.075515373894,1345.361620532014,958.9061899119289,2072.478275781359,1159.266194000413,1579.426136294992,839.8397580346364,1027.369919301551,636.7718301724582,1533.639388230849,1151.08331179397,1645.578373122704,521.8311863010481,874.5763572402363,678.3143082681551
Berlin,1473.064003839245,2153.941104767563,1325.832508236575,781.6593179309176,2545.366014447486,1905.339522651719,1249.447433240616,0,1083.269635986385,2957.67118255135,2533.821035767801,468.6385495778429,1453.784185120648,1418.810903832369,2820.139117448263,1382.593805727945,783.9447073658368,1475.582889602019,1886.568962802868,2334.272066241934,2478.766210386948,1639.474314905517,1689.637488174861,1838.327753847789
Prague,1472.476957220346,1236.122193993555,257.8321485677455,491.3258308262695,1552.741390617737,934.773996119177,288.0869862398367,1083.269635986385,0,1991.019513030325,1455.661360635652,723.6235906656922,1785.90459712855,901.1019454047183,1797.579849811778,612.1140835242346,746.0066072394316,496.4678305395412,1310.125844695339,1420.826694292175,1560.936716755785,809.9174526460417,748.0549901444347,759.2588226432017
Vienna,2230.42,807.2891330291858,1740.97043584274,2181.116107678227,447.1892340625131,1064.731844730135,2030.075515373894,2957.67118255135,1991.019513030325,0,1075.00327231379,2499.633232181035,2734.6,1666.618719553,1794.046465296272,1580.623490375592,2253.98,1509.311070137768,1373.933244858093,2135.609425534487,501.9181490699582,2196.483093102451,1273.492490072663,1396.883933653825
Budapest,2401.453793444229,987.418843295539,1214.962455204048,1850.246301315483,758.5414007585734,900.5514166960321,1345.361620532014,2533.821035767801,1455.661360635652,1075.00327231379,0,2146.419542335863,2868.017304837556,1681.30285176699,767.1342715011524,1398.905553912858,2035.035728445002,1145.878808964537,1688.046573736483,1072.72562930173,1041.203434262712,1292.579895429471,1059.01213017998,696.5642026896078
Belgrade,1138.124745941852,1694.100678207959,935.5677263713682,321.0949119150838,2095.051191589848,1457.192669979232,958.9061899119289,468.6385495778429,723.6235906656922,2499.633232181035,2146.419542335863,0,1263.779516104453,960.1481618853179,2518.378449872978,920.5059744480071,342.0660914577833,1040.71553002945,1432.466401975398,2104.927972031227,2016.156657260968,1435.318819833146,1239.797533645007,1455.742035992123
Sofia,504.64,2029.278221594372,1869.406071785596,1314.316352226529,2472.756207823666,1978.910632995146,2072.478275781359,1453.784185120648,1785.90459712855,2734.6,2868.017304837556,1263.779516104453,0,1188.683330228147,3449.281793687709,1486.195117069895,1053.4,1776.131490902251,1360.8,3188.636606216351,2250.616217747705,2592.49876324861,1810.014268213292,2292.975404279225
Bucharest,726.6804807219456,886.0115832181425,842.1519803511073,698.2744868814074,1332.54505034007,791.3508483454121,1159.266194000413,1418.810903832369,901.1019454047183,1666.618719553,1681.30285176699,960.1481618853179,1188.683330228147,0,2295.296043081418,349.8315092929249,643.0738859277976,647.9150104374183,475.6513132079151,2127.743543165785,1165.357979833818,1652.026058927081,625.6889866132458,1147.356321969858
Istanbul,3020.164172220693,1729.716595854274,1620.579098533545,2270.879544565264,1523.019278972416,1577.003271686875,1579.426136294992,2820.139117448263,1797.579849811778,1794.046465296272,767.1342715011524,2518.378449872978,3449.281793687709,2295.296043081418,0,1967.957000370724,2500.918033176118,1674.043169277305,2393.236913119943,654.5431650078502,1807.372413679493,1257.362173706853,1679.64839808213,1157.052146293472
Kiev,1056.892760691642,773.9979283281391,502.8937384164756,605.7766351980429,1187.425772943333,565.8148802376618,839.8397580346364,1382.593805727945,612.1140835242346,1580.623490375592,1398.905553912858,920.5059744480071,1486.195117069895,349.8315092929249,1967.957000370724,0,688.7404625128399,301.022314808193,699.8424968961506,1778.348494674069,1096.327526210266,1313.814221454425,355.76280570072,812.2461981350617
Warsaw,831.5899999999999,1448.976475667296,880.6088613731151,261.372239975957,1873.971392986157,1253.192667183003,1027.369919301551,783.9447073658368,746.0066072394316,2253.98,2035.035728445002,342.0660914577833,1053.4,643.0738859277976,2500.918033176118,688.7404625128399,0,890.1812761874131,1105.76,2165.663335263108,1758.6906579865,1543.457756287994,1038.833526574735,1373.52838934238
Copenhagen,1357.044645571638,740.4690602628787,281.8238619492516,726.7249151819718,1079.581980623716,445.3824068463386,636.7718301724582,1475.582889602019,496.4678305395412,1509.311070137768,1145.878808964537,1040.71553002945,1776.131490902251,647.9150104374183,1674.043169277305,301.022314808193,890.1812761874131,0,925.9346492093759,1480.676223713257,1067.349433867027,1056.06502638963,251.9506448584313,517.0834505224308
