Head,Tail,Difference
0,0,0
0,1,2.66454e-15
0,2,0
0,3,4.44089e-16
0,4,0
0,5,1.44773e-13
0,6,0
0,7,2.22045e-15
0,8,0
0,9,0
1,0,2.66454e-15
1,1,0
1,2,2.9976e-15
1,3,-8.88178e-16
1,4,0
1,5,-1.55431e-15
1,6,-6.66134e-16
1,7,-4.44089e-16
1,8,8.88178e-16
1,9,0
2,0,0
2,1,2.9976e-15
2,2,0
2,3,4.44089e-16
2,4,0
2,5,6.37268e-14
2,6,0
2,7,4.44089e-16
2,8,-4.44089e-16
2,9,0
3,0,4.44089e-16
3,1,-8.88178e-16
3,2,4.44089e-16
3,3,0
3,4,0
3,5,-2.30926e-14
3,6,-4.44089e-16
3,7,-8.88178e-16
3,8,6.66134e-16
3,9,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,-5.55112e-17
4,7,0
4,8,0
4,9,0
5,0,1.44773e-13
5,1,-1.55431e-15
5,2,6.37268e-14
5,3,-2.30926e-14
5,4,0
5,5,0
5,6,-2.04281e-14
5,7,-8.88178e-15
5,8,4.9738e-14
5,9,0
6,0,0
6,1,-6.66134e-16
6,2,0
6,3,-4.44089e-16
6,4,-5.55112e-17
6,5,-2.04281e-14
6,6,0
6,7,-4.44089e-16
6,8,-2.22045e-16
6,9,0
7,0,2.22045e-15
7,1,-4.44089e-16
7,2,4.44089e-16
7,3,-8.88178e-16
7,4,0
7,5,-8.88178e-15
7,6,-4.44089e-16
7,7,0
7,8,2.22045e-15
7,9,0
8,0,0
8,1,8.88178e-16
8,2,-4.44089e-16
8,3,6.66134e-16
8,4,0
8,5,4.9738e-14
8,6,-2.22045e-16
8,7,2.22045e-15
8,8,0
8,9,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
