id,v0,v1,v2,v3,v4,v5,v6,v7,v8
0,13.581770451397,16.13312646876982,3.88849583572758,15.79545094313981,5.400630270620922,2.831768503116202,13.51587380492198,11.72780555847936,-10.43918516095139
89,22.13422591893817,19.96240188230266,4.205618999770866,11.08000367561161,-8.735390305129576,-1.233598762955151,16.43611710111428,-3.051344253667281,-21.54858308841057
98,28.27468758000237,10.36955659095972,-3.371363678879901,12.68451680874568,6.561008743041658,1.123639002474221,8.914745775788164,14.43386623516733,-27.10992828027842
27,24.72549372758377,12.26461004750517,9.756256679900693,11.94745410544581,5.258124626725112,-1.199114384388392,14.54275740580708,-11.13891704149045,-28.84571125677816
39,9.351150602702056,15.80198474796017,-12.59453829660788,0.9126064833114783,-0.1593351642075055,6.298993815420832,0.9958111003371585,8.005069018965033,-28.03669415013847
21,25.62803798907391,16.07055429015482,14.87202809489557,-3.542531146571125,11.45328130305757,-7.096185321172896,11.09833847641775,5.237328713220928,-21.09997588209279
80,10.49700188256305,19.51004807594525,20.82666432307552,2.6348868422858,-0.5419530343975182,0.379002839468212,5.961269800524271,-9.523010916538167,-29.04338495290627
78,8.838291139246801,11.59777876967653,-4.828684930658508,13.87427464929144,13.39794836409817,-5.53798864008188,10.72173990350168,7.516306448928139,-22.59343517171774
67,15.21216443309666,-5.372505859813553,10.27867320695658,9.736323817603648,-5.943045393349529,4.358870766690517,-5.651537334908914,6.687559724271965,-26.1921959943624
60,27.48801893982269,13.62647395198602,-0.7774792804948335,-1.045860418083549,0.3025006195683843,9.149404014339156,10.76033692226854,-3.129826707539652,-33.20373065674571
26,27.85475015235803,11.82352061300945,14.72646018708643,7.939123878471696,14.86846083324137,4.838298027972446,9.025314135338995,-4.17569975691482,-18.49492889634812
81,1.758329292001017,11.07542854773825,6.081012029999385,16.22850361478943,13.36621459170772,6.659815158080367,3.480943871706744,-8.579754352461196,-25.65028790505044
41,20.75437394319732,6.493019159987781,11.22510953295635,20.58024973520344,0.08246287058313594,8.21610573840967,8.770203963457389,12.18071004047142,-19.05140798609604
44,14.70763890865391,19.12799709293708,9.456266903661295,-3.901491437839443,4.640086175676852,-11.32913096886188,2.209180489936386,10.9594823020371,-14.35862910198637
43,12.11511639339101,21.94028389688723,0.6174264704443473,-2.190682668986821,-7.446282110502242,3.177406386831401,11.70293508057874,11.55033667381128,-23.94413965994297
72,12.44250449322599,20.89499276992638,4.885918911483291,4.616855806377074,14.41876509982411,5.693596938471831,-10.6039920070541,-0.5481722099928004,-12.59827756641712
73,6.62583657631534,1.982616668182996,6.83806789792066,8.263593512088098,-3.715178738014666,6.489676720424764,17.68734590660267,9.540477996185883,-25.80703816379087
63,19.44937269929627,0.7759100735676662,14.68808686409575,11.65145903914425,16.50559505244171,4.398420393057967,-9.75987848203245,0.2232225286256417,-20.80349682418231
