,0,89,98,27,39,21,80,78,67,60,26,81,41,44,43,72,73,63,52,55,92,70,10,93,85,13,94,42,49,25,22,45,28,34,90,1,96,91,56,16,61,38,77,14,12,7,57,6,18,86,65,75,31,99,29,83,84,71,95,11,47,48,76,88,30,58,15,69,19,62,23,53,50,33,68,54,51,79,97,40,46,20,24,5,9,66,37,87,4,35,8,64,82,17,74,3,2,32,36,59
0,0,35.644,36.955,25.558,34.251,26.720,29.229,41.367,22.234,34.763,38.387,37.394,38.855,41.904,36.699,19.173,28.087,28.976,30.105,32.505,27.287,39.887,19.505,37.388,26.772,22.843,34.112,35.883,25.879,23.578,32.645,27.097,28.043,35.254,16.569,39.348,32.611,34.446,21.165,28.780,21.562,23.272,20.595,32.414,28.599,32.013,31.501,32.504,30.434,31.838,43.401,24.153,26.880,28.680,22.962,27.389,36.947,23.831,32.047,44.108,30.322,18.264,25.515,34.220,28.827,31.081,39.659,20.169,27.983,34.982,28.547,38.192,27.867,33.654,33.331,30.099,27.369,36.031,37.561,32.953,29.265,37.598,38.830,34.874,23.379,37.982,30.682,31.099,38.803,35.051,31.576,34.065,32.686,26.180,34.137,37.468,36.647,26.208,29.766,34.077
89,35.644,0,35.946,42.471,33.370,28.946,27.053,28.301,34.134,43.245,39.613,37.569,29.966,34.200,24.245,35.570,28.074,35.196,24.163,26.373,37.300,24.287,31.879,26.945,23.893,34.630,28.363,41.395,37.729,31.936,35.033,41.201,36.020,41.659,40.913,34.516,33.268,32.857,23.648,37.523,25.667,41.760,37.149,24.289,21.377,29.487,23.747,30.944,36.400,25.380,34.252,30.693,38.052,32.277,30.292,38.151,21.536,20.925,29.890,30.931,25.169,34.950,38.478,24.829,32.817,41.222,35.530,34.943,35.277,30.817,43.495,41.254,42.610,36.323,40.574,43.168,38.646,31.071,23.302,32.095,38.718,21.819,37.564,35.417,31.099,31.925,37.335,30.302,28.090,18.498,28.839,31.673,32.364,38.408,35.620,39.159,20.640,30.660,38.754,34.130
98,36.955,35.946,0,36.522,20.352,21.357,29.153,24.066,40.202,21.972,24.861,40.618,36.503,27.962,40.789,31.557,40.557,36.486,28.608,28.669,31.757,25.530,25.012,29.467,32.922,29.418,30.400,24.229,40.332,46.016,24.743,30.485,30.663,39.960,30.275,20.059,36.598,32.982,39.105,21.029,40.656,40.545,43.780,39.745,34.119,36.007,38.665,34.020,38.023,34.494,25.492,36.213,33.721,25.354,29.157,37.740,30.073,35.226,24.288,33.217,31.680,39.260,36.613,37.442,41.089,33.606,29.723,30.928,35.229,24.365,31.760,33.941,24.702,23.962,23.433,30.880,35.193,34.323,22.747,22.202,22.925,29.740,34.738,41.174,40.910,31.441,25.692,31.381,39.800,39.996,40.757,34.061,38.406,37.846,35.852,33.095,28.926,27.165,26.266,31.183
27,25.558,42.471,36.522,0,41.215,38.305,40.270,39.356,22.492,25.639,31.241,33.291,25.426,37.680,34.972,22.131,35.937,24.727,42.618,32.485,17.188,37.963,34.473,39.208,30.941,27.321,41.701,24.535,32.225,28.137,30.974,29.923,34.013,21.717,28.284,32.832,34.677,42.848,34.736,32.384,37.354,24.403,19.769,29.758,38.333,36.889,36.038,32.749,26.115,37.275,30.825,20.561,35.467,31.878,28.854,22.111,36.200,37.568,24.887,40.847,32.592,34.017,29.195,43.706,24.869,28.609,39.441,27.287,37.255,36.109,29.605,26.197,18.194,28.976,36.823,28.122,24.690,26.246,41.903,33.388,32.554,38.997,29.780,31.391,33.903,38.304,21.570,28.174,33.674,34.417,37.562,28.706,34.960,26.485,26.416,34.814,34.660,38.097,31.678,26.385
39,34.251,33.370,20.352,41.215,0,21.802,21.118,32.101,41.722,27.354,25.645,40.135,40.818,26.683,39.676,35.776,39.661,39.347,26.072,36.899,38.137,24.220,24.376,24.285,36.210,37.733,26.016,31.045,30.970,40.787,35.215,27.854,28.506,40.963,31.273,31.561,34.427,27.513,35.832,23.532,35.202,36.803,40.030,39.840,30.439,28.276,38.009,40.645,41.336,29.692,33.371,42.062,21.303,21.177,32.052,32.446,33.691,27.100,34.260,27.607,25.536,34.530,34.439,24.399,42.235,38.282,31.023,27.046,28.833,32.947,26.657,33.409,34.145,21.771,21.352,33.474,30.986,40.932,24.098,33.565,24.991,28.699,30.925,35.976,30.712,30.620,35.565,31.984,41.508,35.247,29.644,34.664,26.714,36.099,35.493,31.020,31.991,26.220,17.240,31.351
21,26.720,28.946,21.357,38.305,21.802,0,16.850,30.171,36.979,35.351,34.086,41.548,40.880,34.354,38.946,31.332,32.738,32.323,23.463,24.303,32.734,28.458,18.621,34.328,28.729,26.563,26.156,31.407,37.473,40.255,31.156,33.947,34.479,45.215,25.147,30.164,27.841,30.637,23.965,18.536,30.664,35.701,37.155,39.668,25.313,29.888,37.886,32.858,40.787,32.598,37.604,30.373,27.157,25.882,24.007,39.020,25.765,22.887,28.850,40.657,29.078,26.249,37.728,32.204,35.011,34.264,34.455,23.887,35.542,30.710,31.755,41.605,29.303,27.907,30.376,33.004,36.633,38.658,27.915,20.299,21.745,27.894,37.387,40.891,34.476,29.380,34.143,25.691,39.549,36.077,32.593,37.329,38.357,35.131,34.002,40.427,32.016,20.589,28.133,38.713
80,29.229,27.053,29.153,40.270,21.118,16.850,0,34.415,34.454,37.299,36.770,39.159,39.423,28.264,37.854,37.238,29.805,27.272,23.950,26.799,40.013,29.784,24.760,35.742,36.394,33.688,17.847,33.467,35.649,37.969,40.454,38.669,37.809,44.187,30.572,30.204,25.421,28.943,20.666,18.528,30.284,32.006,33.509,35.795,30.615,30.344,38.071,36.596,43.497,23.584,38.566,33.871,20.307,29.678,24.651,37.530,29.053,21.923,34.094,36.648,24.229,27.415,34.504,26.367,36.853,33.722,38.017,29.330,34.267,33.554,25.364,36.421,35.126,25.411,28.815,36.969,30.903,42.513,32.281,30.948,31.418,19.391,33.775,31.076,25.819,29.089,37.141,25.742,33.292,30.122,22.534,41.600,31.514,39.932,28.330,38.003,29.918,31.607,28.421,37.526
78,41.367,28.301,24.066,39.356,32.101,30.171,34.415,0,38.409,32.357,26.006,26.824,28.170,23.541,24.927,37.697,29.679,37.433,26.849,23.258,34.147,24.841,35.358,28.614,31.041,28.469,27.128,27.297,38.634,40.381,21.107,34.341,36.866,34.004,35.479,25.147,30.890,24.933,36.422,31.250,34.322,39.208,44.074,33.255,27.849,30.775,30.062,19.672,29.231,35.118,21.573,33.748,38.723,37.580,38.323,41.369,20.883,38.916,30.400,28.281,38.376,36.674,38.292,32.143,33.364,29.162,16.707,39.357,35.242,22.396,40.703,34.227,30.452,36.006,32.127,28.132,43.262,22.429,20.580,19.728,28.401,25.018,34.678,36.878,43.749,19.791,31.328,35.024,28.432,33.728,37.247,32.984,37.927,34.968,33.098,28.463,29.534,29.345,33.403,36.240
67,22.234,34.134,40.202,22.492,41.722,36.979,34.454,38.409,0,33.388,41.256,31.292,28.208,36.565,32.077,22.724,22.461,20.166,31.348,27.577,31.766,42.178,29.191,39.473,31.572,22.245,31.488,35.705,32.549,23.652,33.285,35.316,31.722,27.898,27.389,31.716,36.205,36.066,25.281,32.544,26.328,25.097,22.119,18.202,37.187,40.154,25.097,26.596,24.347,23.661,37.192,21.366,35.608,37.548,22.945,30.117,37.792,33.515,29.476,40.180,31.738,30.386,18.021,37.839,30.434,24.588,40.779,35.186,29.005,27.667,30.125,30.031,29.504,36.387,33.508,33.764,23.795,30.082,38.468,36.108,40.647,31.357,39.318,24.903,24.168,39.381,22.371,34.896,24.355,30.754,34.260,36.784,32.797,35.308,30.232,32.076,28.950,38.949,38.303,28.900
