id,v0,v1,v2,v3,v4,v5,v6
0,21.96067956282636,6.417991870393299,5.420434960949774,-13.087093616857,13.25367718662573,2.975962867169662,-25.61513203328815
89,15.40236916153334,15.62580709305047,-13.233803871462,12.55255156119782,3.851789769903417,6.14136268766686,-31.85083107334132
98,13.87645812018429,11.97559855075631,2.870170834937956,0.5244956934298245,-15.21914059799016,4.545704050721631,-9.351335216159711
27,19.95603731911596,18.24394000658696,23.96342150661559,-5.28797381774523,6.788959418900387,10.90049007785297,-25.29365677628983
39,7.867548582238017,9.389890799080003,-1.264477608174232,0.0611391092003824,-7.433131613868145,-11.56235214425607,-15.18289777206803
21,9.619839799501765,6.610049287316328,-8.150192712062585,-8.314531488187715,-3.296720323736874,6.471567980114483,-17.33698809868354
80,3.146950194872736,13.21027478688131,-8.951246632471875,-2.911405050315437,7.450953239304349,-0.63942148787395,-15.74453535325191
78,12.75191312881524,4.611764810329277,2.343926427440785,18.47070912677943,-7.761108936732749,13.46646539419032,-17.48351899278473
67,26.06758276247322,17.3936299681138,9.492636915975034,1.767521406509155,20.18678578319141,9.406082170899346,-20.10528536351908
60,19.5886226511946,15.67785394374136,20.31312281670658,2.681807920855799,-6.650181629430564,-2.659604763043255,-10.82647529966233
26,7.119521983781647,6.753403654392987,18.99725040578645,8.101601593808267,-11.09843426957819,-1.276652262180224,-22.64716983397014
81,10.09892438437996,0.4817251007097755,17.48122760038718,19.23893731521131,12.40373566370347,7.488281534642813,-22.31551226384082
41,14.91475079668765,23.88592253715845,14.51539735286456,16.27532207911286,3.039409514975412,12.45744077715582,-29.5968216889963
44,2.085291144287782,14.11897822724293,9.02629081071526,17.55725760763685,1.801875901519082,0.3533581493028307,-11.07151136957674
43,13.5720953609833,6.619262251324557,7.034718100751547,20.04817627775121,7.362216901241032,8.801280134991789,-35.96799537155082
72,33.3785209410397,13.88953966954256,8.779221390355858,-7.260695823731998,1.898741324372452,5.30858658076457,-24.27537912851891
73,15.83915549926524,2.222951158096833,0.1132841308023825,10.41674726479714,20.22090978984951,11.96376845156144,-20.72656733506376
63,9.015229289299855,23.67740693957404,7.888623330952466,-1.811673636391419,16.27423497200934,14.75854458386087,-15.97412407145119
52,22.04748461332332,3.707634067979289,-10.39726530421301,7.758526998003036,5.235301114713843,0.3100717926093822,-13.66565679684118
55,11.87392467280223,14.34575741256484,-1.882728079591284,4.700963325727424,4.874841410323253,22.27887442156712,-16.70277667783553
92,19.59393238557027,13.19417238573247,16.7135835016825,-5.705727858951589,-5.382953218407498,13.23804244252567,-33.25911897788691
70,5.549151945502881,16.8100298986055,0.9845422326466577,9.710118548269589,-12.17792950829861,1.382057648793728,-30.60877551040423
10,25.40630286640035,8.326336701788517,-4.105269716285516,-8.812063514104691,1.511455071128519,-0.6721547467827523,-15.38096998562003
93,21.03307046036208,10.99541021724638,2.747521118373589,13.21781688321203,-9.198349984442476,-9.44726909043006,-29.91691977861282
85,26.42013910996064,10.73739550267491,-0.2490190486654886,0.09908483623198377,-3.831741530935228,10.49577755957401,-36.73744598930411
13,26.15107818367369,4.402374497692063,5.080658458533586,-1.879578964847741,5.9334698629447,17.453627247894,-15.06611025138694
94,7.971677258224833,7.723149009456528,-5.033652044866414,10.6143323096602,11.13968706971089,1.128068708957372,-8.666007902150152
42,3.479273843416425,12.28890173392174,19.91930104921403,2.163939730512445,-4.466453829394061,10.21039229934217,-15.49695110414202
49,16.21301572326543,0.1283260496662925,14.43102743809295,3.675713864869618,10.03825421658802,-11.14310031248088,-30.63912497043102
25,21.2692204196313,8.206564235251646,11.09945268090665,4.860049291662984,17.74634143654108,-0.289632149225853,-38.54064487512779
22,28.29742709661872,1.998091997780006,9.237741573043696,6.60757331319083,-8.65071644767287,12.69228992837566,-20.19860071273191
45,23.26312184885324,-1.091786721340306,16.69449617406246,-0.2234427483147189,-3.392034844332935,-7.14030389768947,-23.57725334559148
28,34.03669194715713,9.190809420585698,6.4011461776234,1.525008657641601,-2.166971485088574,-9.700838437985656,-21.1514140760301
34,18.7992173992908,11.24873832554531,27.35901502578796,13.30357009977303,7.650431232447408,2.986350255729722,-26.19090788147728
90,20.23900214909046,-1.812882465205001,9.527948834808459,-9.502596327586952,7.611741215464822,4.663861747734872,-13.80765051696175
1,13.86936622185544,23.38056901057458,5.217101419398593,8.018426187705922,-3.268225805102284,11.92733719605036,-5.702551371127834
