100,2
0,0,0
20,1.704172819874792,0
88,2.242053713942418,1.28400005599572
5,4.101887976662831,1.194031417890212
52,3.284908041434025,2.567462202121403
33,3.332749433486028,2.506577390307062
59,3.335090745325687,2.861716394131842
37,2.717955565293143,3.217592663015632
72,2.69583222219067,3.573719299245327
87,3.187330496445239,3.991697421702972
55,2.63065221303634,5.102732594801242
11,1.824772677825294,4.618262192022267
43,1.441514012751645,4.493763272697022
81,0.3371395161919153,4.008339175596531
98,-0.15138898883445,-3.474552830805669
91,-0.3792338385302274,-2.955432742546112
45,-0.10145156523075,-2.091731717958169
41,0.2508959156099059,2.882812210243717
85,0.3987576800162386,2.653874584947086
18,-0.359907746941454,-2.743902952673714
58,-1.162979468329752,-3.01040192602972
42,-1.252000956192199,-3.389431015036863
99,-0.6058387905023948,-3.965413769069074
25,-0.487634816321649,-4.785632485462184
63,-0.03330413402800582,-4.470016088858815
53,0.9425135650960614,4.482802380164657
36,0.04561919958664325,3.999221160254716
13,0.5394787367090785,4.588162234777534
4,1.011983045315037,5.276944600428823
26,1.68296487689008,5.182793187380176
54,2.45174840912378,5.354465775253309
80,2.210039942003481,5.963937076692647
93,2.133293030848308,5.086377379288136
7,1.032898177621055,5.521362545121187
19,1.521822769236835,4.571801555080047
84,2.355477069687646,4.006788336582768
97,2.68220332274507,3.046716156036744
21,2.067216399014528,3.112420498526093
12,1.406677757116283,3.512183037319426
27,1.809733123326421,2.469337365030384
79,2.670968546684384,2.561863388750991
62,1.920844506979348,2.78777875377643
70,2.319686685467994,3.714601012391844
35,2.371086402080324,4.524314785011073
15,1.690171305637668,4.855148809006688
39,1.917975079687132,4.22584448290506
66,1.465922922173789,3.207264720325633
90,1.682846931105677,3.45460651977446
89,1.375656842228151,3.731252504512509
6,1.531760728464024,2.422851433896714
40,2.216265836394161,1.827467029095763
83,2.953674616386515,1.708493564668588
71,1.960860988409331,1.719375230755167
14,3.153821570980627,3.236625480097642
28,3.501244668623681,3.685021678421207
1,3.106424382703716,4.164331585566144
16,3.15719036077298,4.526261926340784
61,2.868887440863662,4.643352113684116
44,2.765233047400809,5.151673242118762
64,3.773533367626694,5.030813743660954
17,3.385242349085146,5.196187471402517
57,4.317980497154412,5.465710788744143
77,4.559437229242331,4.976217755745727
10,3.996730214545039,4.427911425507828
67,4.043941388823665,5.232076265093901
76,3.094973666102433,5.49180462199198
74,2.676226229412043,4.697835902732981
34,2.660298267362986,3.884672847057459
75,1.992753293794177,3.980450892810067
48,1.490148164777429,3.950369153257763
69,0.5724431164626094,4.116656881307279
65,-0.8880771846315401,-4.315767129275735
31,-0.08600360144857201,-4.464022668013445
96,-0.61540824250269,-3.506343636191374
2,0.03380643050288432,2.728061789120007
38,0.1441508731597124,2.390427477621376
92,-0.3324527849479639,-1.802480276114095
51,-0.4774345597530288,-3.005159104132996
86,1.022932052236392,2.530123518033743
68,2.960787157942535,1.599624770176609
60,2.857584009794145,3.210510337464874
9,3.351673570535916,3.748829587560767
8,3.482301754135483,3.012663687361226
82,2.472012785833256,4.064338173267194
78,1.800516921884391,4.20772394698226
50,2.074149968111628,4.252582263729008
22,1.088788635964941,3.609655843178627
73,1.329888009929951,4.480126882248376
23,1.18148404699233,4.589935778058623
49,0.7729714877724566,4.345733433966105
95,1.732172914374307,3.38377363230876
24,0.9091912404246894,3.188183540565853
47,1.526320552507762,3.875722973974328
94,-0.3553788635383207,-2.635900768873937
29,2.831749188650103,2.631677323035535
56,2.743245253931156,2.906525671103591
30,1.887481693456612,3.452614206201753
46,2.073369530831741,4.838652063190591
3,2.574193150388536,4.508318935533815
32,4.804445831146136,4.111270029514299
